Medium instances:

| 0 | 7.65 | 3 | 516.12 | 549.13 |
| 0.25 | 8.48 | 1 | 543.58 | 554.69 |
| 0.5 | 9.99 | 0 | 557.20 | 557.20 |
| 0.75 | 15.76 | 0 | 552.48 | 552.48 |
| 0.95 | 63.87 | 2 | 524.76 | 546.67 |

Large instances:

| 0 | 41.76 | 11 | 2776.32 | 3559.74 |
| 0.25 | 51.77 | 11 | 2781.16 | 3565.95 |
| 0.5 | 75.34 | 17 | 2364.94 | 3583.79 |
| 0.75 | 157.25 | 12 | 2752.26 | 3621.76 |

